UF,MUNICÍPIO,DDD
SP,OSVALDO CRUZ,18
SP,OURINHOS,14
SP,OURO VERDE,18
SP,OUROESTE,17
SP,PACAEMBU,18
SP,PALESTINA,17
SP,PALMARES PAULISTA,17
SP,PALMEIRA D'OESTE,17
SP,PALMITAL,18
SP,PANORAMA,18
SP,PARAGUAÇU PAULISTA,18
SP,PARAIBUNA,12
SP,PARAÍSO,17
SP,PARANAPANEMA,14
SP,PARANAPUÃ,17
SP,PARAPUÃ,18
SP,PARDINHO,14
SP,PARIQUERA-AÇU,13
SP,PARISI,17
SP,PATROCÍNIO PAULISTA,16
SP,PAULICÉIA,18
SP,PAULÍNIA,19
SP,PAULISTÂNIA,14
SP,PAULO DE FARIA,17
SP,PEDERNEIRAS,14
SP,PEDRA BELA,11
SP,PEDRANÓPOLIS,17
SP,PEDREGULHO,16
SP,PEDREIRA,19
SP,PEDRINHAS PAULISTA,18
SP,PEDRO DE TOLEDO,13
SP,PENÁPOLIS,18
SP,PEREIRA BARRETO,18
SP,PEREIRAS,14
SP,PERUÍBE,13
SP,PIACATU,18
SP,PIEDADE,15
SP,PILAR DO SUL,15
SP,PINDAMONHANGABA,12
SP,PINDORAMA,17
SP,PINHALZINHO,11
SP,PIQUEROBI,18
SP,PIQUETE,12
SP,PIRACAIA,11
SP,PIRACICABA,19
SP,PIRAJU,14
SP,PIRAJUÍ,14
SP,PIRANGI,17
SP,PIRAPORA DO BOM JESUS,11
SP,PIRAPOZINHO,18
SP,PIRASSUNUNGA,19
SP,PIRATININGA,14
SP,PITANGUEIRAS,16
SP,PLANALTO,18
SP,PLATINA,18
SP,POÁ,11
SP,POLONI,17
SP,POMPÉIA,14
SP,PONGAÍ,14
SP,PONTAL,16
SP,PONTALINDA,17
SP,PONTES GESTAL,17
SP,POPULINA,17
SP,PORANGABA,15
SP,PORTO FELIZ,15
SP,PORTO FERREIRA,19
SP,POTIM,12
SP,POTIRENDABA,17
SP,PRACINHA,18
SP,PRADÓPOLIS,16
SP,PRAIA GRANDE,13
SP,PRATÂNIA,14
SP,PRESIDENTE ALVES,14
SP,PRESIDENTE BERNARDES,18
SP,PRESIDENTE EPITÁCIO,18
SP,PRESIDENTE PRUDENTE,18
SP,PRESIDENTE VENCESLAU,18
SP,PROMISSÃO,14
SP,QUADRA,15
SP,QUATÁ,18
SP,QUEIROZ,14
SP,QUELUZ,12
SP,QUINTANA,14
SP,RAFARD,19
SP,RANCHARIA,18
SP,REDENÇÃO DA SERRA,12
SP,REGENTE FEIJÓ,18
SP,REGINÓPOLIS,14
SP,REGISTRO,13
SP,RESTINGA,16
SP,RIBEIRA,15
SP,RIBEIRÃO BONITO,16
SP,RIBEIRÃO BRANCO,15
SP,RIBEIRÃO CORRENTE,16
SP,RIBEIRÃO DO SUL,14
SP,RIBEIRÃO DOS ÍNDIOS,18
SP,RIBEIRÃO GRANDE,15
SP,RIBEIRÃO PIRES,11
SP,RIBEIRÃO PRETO,16
SP,RIFAINA,16
SP,RINCÃO,16
SP,RINÓPOLIS,18
SP,RIO CLARO,19
SP,RIO DAS PEDRAS,19
SP,RIO GRANDE DA SERRA,11
SP,RIOLÂNDIA,17
SP,RIVERSUL,15
SP,ROSANA,18
SP,ROSEIRA,12
SP,RUBIÁCEA,18
SP,RUBINÉIA,17
SP,SABINO,14
SP,SAGRES,18
SP,SALES,17
SP,SALES OLIVEIRA,16
SP,SALESÓPOLIS,11
SP,SALMOURÃO,18
SP,SALTINHO,19
SP,SALTO,11
SP,SALTO DE PIRAPORA,15
SP,SALTO GRANDE,14
SP,SANDOVALINA,18
SP,SANTA ADÉLIA,17
SP,SANTA ALBERTINA,17
SP,SANTA BÁRBARA D'OESTE,19
SP,SANTA BRANCA,12
SP,SANTA CLARA D'OESTE,17
SP,SANTA CRUZ DA CONCEIÇÃO,19
SP,SANTA CRUZ DA ESPERANÇA,16
SP,SANTA CRUZ DAS PALMEIRAS,19
SP,SANTA CRUZ DO RIO PARDO,14
SP,SANTA ERNESTINA,16
SP,SANTA FÉ DO SUL,17
SP,SANTA GERTRUDES,19
SP,SANTA ISABEL,11
SP,SANTA LÚCIA,16
SP,SANTA MARIA DA SERRA,19
SP,SANTA MERCEDES,18
SP,SANTA RITA D'OESTE,17
SP,SANTA RITA DO PASSA QUATRO,19
SP,SANTA ROSA DE VITERBO,16
SP,SANTA SALETE,17
SP,SANTANA DA PONTE PENSA,17
SP,SANTANA DE PARNAÍBA,11
SP,SANTO ANASTÁCIO,18
SP,SANTO ANDRÉ,11
SP,SANTO ANTÔNIO DA ALEGRIA,16
SP,SANTO ANTÔNIO DE POSSE,19
SP,SANTO ANTÔNIO DO ARACANGUA,18
SP,SANTO ANTÔNIO DO JARDIM,19
SP,SANTO ANTÔNIO DO PINHAL,12
SP,SANTO EXPEDITO,18
SP,SANTÓPOLIS DO AGUAPEÍ,18
SP,SANTOS,13
SP,SÃO BENTO DO SAPUCAÍ,12
SP,SÃO BERNARDO DO CAMPO,11
SP,SÃO CAETANO DO SUL,11
SP,SÃO CARLOS,16
SP,SÃO FRANCISCO,17
SP,SÃO JOÃO DA BOA VISTA,19
SP,SÃO JOÃO DAS DUAS PONTES,17
SP,SÃO JOÃO DE IRACEMA,17
SP,SÃO JOÃO DO PAU D'ALHO,18
SP,SÃO JOAQUIM DA BARRA,16
SP,SÃO JOSÉ DA BELA VISTA,16
SP,SÃO JOSÉ DO BARREIRO,12
SP,SÃO JOSÉ DO RIO PARDO,19
SP,SÃO JOSÉ DO RIO PRETO,17
SP,SÃO JOSÉ DOS CAMPOS,12
SP,SÃO LOURENÇO DA SERRA,11
SP,SÃO LUÍS DO PARAITINGA,12
SP,SÃO MANUEL,14
SP,SÃO MIGUEL ARCANJO,15
SP,SÃO PAULO,11
SP,SÃO PEDRO,19
SP,SÃO PEDRO DO TURVO,14
SP,SÃO ROQUE,11
SP,SÃO SEBASTIÃO,12
SP,SÃO SEBASTIÃO DA GRAMA,19
SP,SÃO SIMÃO,16
SP,SÃO VICENTE,13
SP,SARAPUÍ,15
SP,SARUTAIÁ,14
SP,SEBASTIANÓPOLIS DO SUL,17
SP,SERRA AZUL,16
SP,SERRA NEGRA,19
SP,SERRANA,16
SP,SERTÃOZINHO,16
SP,SETE BARRAS,13
SP,SEVERÍNIA,17
SP,SILVEIRAS,12
SP,SOCORRO,19
SP,SOROCABA,15
SP,SUD MENNUCCI,18
SP,SUMARÉ,19
SP,SUZANÁPOLIS,18
SP,SUZANO,11
SP,TABAPUÃ,17
SP,TABATINGA,16
SP,TABOÃO DA SERRA,11
SP,TACIBA,18
SP,TAGUAÍ,14
SP,TAIAÇU,16
SP,TAIÚVA,16
SP,TAMBAÚ,19
SP,TANABI,17
SP,TAPIRAÍ,15
SP,TAPIRATIBA,19
SP,TAQUARAL,16
SP,TAQUARITINGA,16
SP,TAQUARITUBA,14
SP,TAQUARIVAÍ,15
SP,TARABAI,18
SP,TARUMÃ,18
SP,TATUÍ,15
SP,TAUBATÉ,12
SP,TEJUPÁ,14
SP,TEODORO SAMPAIO,18
SP,TERRA ROXA,17
SP,TIETÊ,15
SP,TIMBURI,14
SP,TORRE DE PEDRA,15
SP,TORRINHA,14
SP,TRABIJU,16
SP,TREMEMBÉ,12
SP,TRÊS FRONTEIRAS,17
SP,TUIUTI,11
SP,TUPÃ,14
SP,TUPI PAULISTA,18
SP,TURIÚBA,18
SP,TURMALINA,17
SP,UBARANA,17
SP,UBATUBA,12
SP,UBIRAJARA,14
SP,UCHOA,17
SP,UNIÃO PAULISTA,17
SP,URÂNIA,17
SP,URU,14
SP,URUPÊS,17
SP,VALENTIM GENTIL,17
SP,VALINHOS,19
SP,VALPARAÍSO,18
SP,VARGEM,11
SP,VARGEM GRANDE DO SUL,19
SP,VARGEM GRANDE PAULISTA,11
SP,VÁRZEA PAULISTA,11
SP,VERA CRUZ,14
SP,VINHEDO,19
SP,VIRADOURO,17
SP,VISTA ALEGRE DO ALTO,16
SP,VITÓRIA BRASIL,17
SP,VOTORANTIM,15
SP,VOTUPORANGA,17
SP,ZACARIAS,18
TO,ABREULÂNDIA,63
TO,AGUIARNÓPOLIS,63
TO,ALIANÇA DO TOCANTINS,63
TO,ALMAS,63
TO,ALVORADA,63
TO,ANANÁS,63
TO,ANGICO,63
TO,APARECIDA DO RIO NEGRO,63
TO,ARAGOMINAS,63
TO,ARAGUACEMA,63
TO,ARAGUAÇU,63
TO,ARAGUAÍNA,63
TO,ARAGUANÃ,63
TO,ARAGUATINS,63
TO,ARAPOEMA,63
TO,ARRAIAS,63
TO,AUGUSTINÓPOLIS,63
TO,AURORA DO TOCANTINS,63
TO,AXIXÁ DO TOCANTINS,63
TO,BABAÇULÂNDIA,63
TO,BANDEIRANTES DO TOCANTINS,63
TO,BARRA DO OURO,63
TO,BARROLÂNDIA,63
TO,BERNARDO SAYÃO,63
TO,BOM JESUS DO TOCANTINS,63
TO,BRASILÂNDIA DO TOCANTINS,63
TO,BREJINHO DE NAZARÉ,63
TO,BURITI DO TOCANTINS,63
TO,CACHOEIRINHA,63
TO,CAMPOS LINDOS,63
TO,CARIRI DO TOCANTINS,63
TO,CARMOLÂNDIA,63
TO,CARRASCO BONITO,63
TO,CASEARA,63
TO,CENTENÁRIO,63
TO,CHAPADA DA NATIVIDADE,63
TO,CHAPADA DE AREIA,63
TO,COLINAS DO TOCANTINS,63
TO,COLMÉIA,63
TO,COMBINADO,63
TO,CONCEIÇÃO DO TOCANTINS,63
TO,COUTO DE MAGALHÃES,63
TO,CRISTALÂNDIA,63
TO,CRIXÁS DO TOCANTINS,63
TO,DARCINÓPOLIS,63
TO,DIANÓPOLIS,63
TO,DIVINÓPOLIS DO TOCANTINS,63
TO,DOIS IRMÃOS DO TOCANTINS,63
TO,DUERÉ,63
TO,ESPERANTINA,63
TO,FÁTIMA,63
TO,FIGUEIRÓPOLIS,63
TO,FILADÉLFIA,63
TO,FORMOSO DO ARAGUAIA,63
TO,FORTALEZA DO TABOCÃO,63
TO,GOIANORTE,63
TO,GOIATINS,63
TO,GUARAÍ,63
TO,GURUPI,63
TO,IPUEIRAS,63
TO,ITACAJÁ,63
TO,ITAGUATINS,63
TO,ITAPIRATINS,63
TO,ITAPORÃ DO TOCANTINS,63
TO,JAÚ DO TOCANTINS,63
TO,JUARINA,63
TO,LAGOA DA CONFUSÃO,63
TO,LAGOA DO TOCANTINS,63
TO,LAJEADO,63
TO,LAVANDEIRA,63
TO,LIZARDA,63
TO,LUZINÓPOLIS,63
TO,MARIANÓPOLIS DO TOCANTINS,63
TO,MATEIROS,63
TO,MAURILÂNDIA DO TOCANTINS,63
TO,MIRACEMA DO TOCANTINS,63
TO,MIRANORTE,63
TO,MONTE DO CARMO,63
TO,MONTE SANTO DO TOCANTINS,63
TO,MURICILÂNDIA,63
TO,NATIVIDADE,63
TO,NAZARÉ,63
TO,NOVA OLINDA,63
TO,NOVA ROSALÂNDIA,63
TO,NOVO ACORDO,63
TO,NOVO ALEGRE,63
TO,NOVO JARDIM,63
TO,OLIVEIRA DE FÁTIMA,63
TO,PALMAS,63
TO,PALMEIRANTE,63
TO,PALMEIRAS DO TOCANTINS,63
TO,PALMEIRÓPOLIS,63
TO,PARAÍSO DO TOCANTINS,63
TO,PARANÃ,63
TO,PAU D'ARCO,63
TO,PEDRO AFONSO,63
TO,PEIXE,63
TO,PEQUIZEIRO,63
TO,PINDORAMA DO TOCANTINS,63
TO,PIRAQUÊ,63
TO,PIUM,63
TO,PONTE ALTA DO BOM JESUS,63
TO,PONTE ALTA DO TOCANTINS,63
TO,PORTO ALEGRE DO TOCANTINS,63
TO,PORTO NACIONAL,63
TO,PRAIA NORTE,63
TO,PRESIDENTE KENNEDY,63
TO,PUGMIL,63
TO,RECURSOLÂNDIA,63
TO,RIACHINHO,63
TO,RIO DA CONCEIÇÃO,63
TO,RIO DOS BOIS,63
TO,RIO SONO,63
TO,SAMPAIO,63
TO,SANDOLÂNDIA,63
TO,SANTA FÉ DO ARAGUAIA,63
TO,SANTA MARIA DO TOCANTINS,63
TO,SANTA RITA DO TOCANTINS,63
TO,SANTA ROSA DO TOCANTINS,63
TO,SANTA TEREZA DO TOCANTINS,63
TO,SANTA TEREZINHA DO TOCANTINS,63
TO,SÃO BENTO DO TOCANTINS,63
TO,SÃO FÉLIX DO TOCANTINS,63
TO,SÃO MIGUEL DO TOCANTINS,63
TO,SÃO SALVADOR DO TOCANTINS,63
TO,SÃO SEBASTIÃO DO TOCANTINS,63
TO,SÃO VALÉRIO DA NATIVIDADE,63
TO,SILVANÓPOLIS,63
TO,SÍTIO NOVO DO TOCANTINS,63
TO,SUCUPIRA,63
TO,TAGUATINGA,63
TO,TAIPAS DO TOCANTINS,63
TO,TALISMÃ,63
TO,TOCANTÍNIA,63
TO,TOCANTINÓPOLIS,63
TO,TUPIRAMA,63
TO,TUPIRATINS,63
TO,WANDERLÂNDIA,63
TO,XAMBIOÁ,63
