UF,MUNICIPIO,COD_MUNICIPIO,CN
SP,ECHAPORÃ,3514700,18
SP,ELDORADO,3514809,13
SP,ELIAS FAUSTO,3514908,19
SP,ELISIÁRIO,3514924,17
SP,EMBAÚBA,3514957,17
SP,EMBU DAS ARTES,3515004,11
SP,EMBU-GUAÇU,3515103,11
SP,EMILIANÓPOLIS,3515129,18
SP,ENGENHEIRO COELHO,3515152,19
SP,ESPÍRITO SANTO DO PINHAL,3515186,19
SP,ESPÍRITO SANTO DO TURVO,3515194,14
SP,ESTIVA GERBI,3557303,19
SP,ESTRELA DO NORTE,3515301,18
SP,ESTRELA D'OESTE,3515202,17
SP,EUCLIDES DA CUNHA PAULISTA,3515350,18
SP,FARTURA,3515400,14
SP,FERNANDO PRESTES,3515608,16
SP,FERNANDÓPOLIS,3515509,17
SP,FERNÃO,3515657,14
SP,FERRAZ DE VASCONCELOS,3515707,11
SP,FLORA RICA,3515806,18
SP,FLOREAL,3515905,17
SP,FLÓRIDA PAULISTA,3516002,18
SP,FLORÍNIA,3516101,18
SP,FRANCA,3516200,16
SP,FRANCISCO MORATO,3516309,11
SP,FRANCO DA ROCHA,3516408,11
SP,GABRIEL MONTEIRO,3516507,18
SP,GÁLIA,3516606,14
SP,GARÇA,3516705,14
SP,GASTÃO VIDIGAL,3516804,17
SP,GAVIÃO PEIXOTO,3516853,16
SP,GENERAL SALGADO,3516903,17
SP,GETULINA,3517000,14
SP,GLICÉRIO,3517109,18
SP,GUAIÇARA,3517208,14
SP,GUAIMBÊ,3517307,14
SP,GUAÍRA,3517406,17
SP,GUAPIAÇU,3517505,17
SP,GUAPIARA,3517604,15
SP,GUARÁ,3517703,16
SP,GUARAÇAÍ,3517802,18
SP,GUARACI,3517901,17
SP,GUARANI D'OESTE,3518008,17
SP,GUARANTÃ,3518107,14
SP,GUARARAPES,3518206,18
SP,GUARAREMA,3518305,11
SP,GUARATINGUETÁ,3518404,12
SP,GUAREÍ,3518503,15
SP,GUARIBA,3518602,16
SP,GUARUJÁ,3518701,13
SP,GUARULHOS,3518800,11
SP,GUATAPARÁ,3518859,16
SP,GUZOLÂNDIA,3518909,17
SP,HERCULÂNDIA,3519006,14
SP,HOLAMBRA,3519055,19
SP,HORTOLÂNDIA,3519071,19
SP,IACANGA,3519105,14
SP,IACRI,3519204,14
SP,IARAS,3519253,14
SP,IBATÉ,3519303,16
SP,IBIRÁ,3519402,17
SP,IBIRAREMA,3519501,14
SP,IBITINGA,3519600,16
SP,IBIÚNA,3519709,15
SP,ICÉM,3519808,17
SP,IEPÊ,3519907,18
SP,IGARAÇU DO TIETÊ,3520004,14
SP,IGARAPAVA,3520103,16
SP,IGARATÁ,3520202,11
SP,IGUAPE,3520301,13
SP,ILHA COMPRIDA,3520426,13
SP,ILHA SOLTEIRA,3520442,18
SP,ILHABELA,3520400,12
SP,INDAIATUBA,3520509,19
SP,INDIANA,3520608,18
SP,INDIAPORÃ,3520707,17
SP,INÚBIA PAULISTA,3520806,18
SP,IPAUSSU,3520905,14
SP,IPERÓ,3521002,15
SP,IPEÚNA,3521101,19
SP,IPIGUÁ,3521150,17
SP,IPORANGA,3521200,15
SP,IPUÃ,3521309,16
SP,IRACEMÁPOLIS,3521408,19
SP,IRAPUÃ,3521507,17
SP,IRAPURU,3521606,18
SP,ITABERÁ,3521705,15
SP,ITAÍ,3521804,14
SP,ITAJOBI,3521903,17
SP,ITAJU,3522000,14
SP,ITANHAÉM,3522109,13
SP,ITAÓCA,3522158,15
SP,ITAPECERICA DA SERRA,3522208,11
SP,ITAPETININGA,3522307,15
SP,ITAPEVA,3522406,15
SP,ITAPEVI,3522505,11
SP,ITAPIRA,3522604,19
SP,ITAPIRAPUÃ PAULISTA,3522653,15
SP,ITÁPOLIS,3522703,16
SP,ITAPORANGA,3522802,15
SP,ITAPUÍ,3522901,14
SP,ITAPURA,3523008,18
SP,ITAQUAQUECETUBA,3523107,11
SP,ITARARÉ,3523206,15
SP,ITARIRI,3523305,13
SP,ITATIBA,3523404,11
SP,ITATINGA,3523503,14
SP,ITIRAPINA,3523602,19
SP,ITIRAPUÃ,3523701,16
SP,ITOBI,3523800,19
SP,ITU,3523909,11
SP,ITUPEVA,3524006,11
SP,ITUVERAVA,3524105,16
SP,JABORANDI,3524204,17
SP,JABOTICABAL,3524303,16
SP,JACAREÍ,3524402,12
SP,JACI,3524501,17
SP,JACUPIRANGA,3524600,13
SP,JAGUARIÚNA,3524709,19
SP,JALES,3524808,17
SP,JAMBEIRO,3524907,12
SP,JANDIRA,3525003,11
SP,JARDINÓPOLIS,3525102,16
SP,JARINU,3525201,11
SP,JAÚ,3525300,14
SP,JERIQUARA,3525409,16
SP,JOANÓPOLIS,3525508,11
SP,JOÃO RAMALHO,3525607,18
SP,JOSÉ BONIFÁCIO,3525706,17
SP,JÚLIO MESQUITA,3525805,14
SP,JUMIRIM,3525854,15
SP,JUNDIAÍ,3525904,11
SP,JUNQUEIRÓPOLIS,3526001,18
SP,JUQUIÁ,3526100,13
SP,JUQUITIBA,3526209,11
SP,LAGOINHA,3526308,12
SP,LARANJAL PAULISTA,3526407,15
SP,LAVÍNIA,3526506,18
SP,LAVRINHAS,3526605,12
SP,LEME,3526704,19
SP,LENÇÓIS PAULISTA,3526803,14
SP,LIMEIRA,3526902,19
SP,LINDÓIA,3527009,19
SP,LINS,3527108,14
SP,LORENA,3527207,12
SP,LOURDES,3527256,18
SP,LOUVEIRA,3527306,19
SP,LUCÉLIA,3527405,18
SP,LUCIANÓPOLIS,3527504,14
SP,LUÍS ANTÔNIO,3527603,16
SP,LUIZIÂNIA,3527702,18
SP,LUPÉRCIO,3527801,14
SP,LUTÉCIA,3527900,18
SP,MACATUBA,3528007,14
SP,MACAUBAL,3528106,17
SP,MACEDÔNIA,3528205,17
SP,MAGDA,3528304,17
SP,MAIRINQUE,3528403,11
SP,MAIRIPORÃ,3528502,11
SP,MANDURI,3528601,14
SP,MARABÁ PAULISTA,3528700,18
SP,MARACAÍ,3528809,18
SP,MARAPOAMA,3528858,17
SP,MARIÁPOLIS,3528908,18
SP,MARÍLIA,3529005,14
SP,MARINÓPOLIS,3529104,17
SP,MARTINÓPOLIS,3529203,18
SP,MATÃO,3529302,16
SP,MAUÁ,3529401,11
SP,MENDONÇA,3529500,17
SP,MERIDIANO,3529609,17
SP,MESÓPOLIS,3529658,17
SP,MIGUELÓPOLIS,3529708,16
SP,MINEIROS DO TIETÊ,3529807,14
SP,MIRA ESTRELA,3530003,17
SP,MIRACATU,3529906,13
SP,MIRANDÓPOLIS,3530102,18
SP,MIRANTE DO PARANAPANEMA,3530201,18
SP,MIRASSOL,3530300,17
SP,MIRASSOLÂNDIA,3530409,17
SP,MOCOCA,3530508,19
SP,MOGI DAS CRUZES,3530607,11
SP,MOGI GUAÇU,3530706,19
SP,MOGI MIRIM,3530805,19
SP,MOMBUCA,3530904,19
SP,MONÇÕES,3531001,17
SP,MONGAGUÁ,3531100,13
SP,MONTE ALEGRE DO SUL,3531209,19
SP,MONTE ALTO,3531308,16
SP,MONTE APRAZÍVEL,3531407,17
SP,MONTE AZUL PAULISTA,3531506,17
SP,MONTE CASTELO,3531605,18
SP,MONTE MOR,3531803,19
SP,MONTEIRO LOBATO,3531704,12
SP,MORRO AGUDO,3531902,16
SP,MORUNGABA,3532009,11
SP,MOTUCA,3532058,16
SP,MURUTINGA DO SUL,3532108,18
SP,NANTES,3532157,18
SP,NARANDIBA,3532207,18
SP,NATIVIDADE DA SERRA,3532306,12
SP,NAZARÉ PAULISTA,3532405,11
SP,NEVES PAULISTA,3532504,17
SP,NHANDEARA,3532603,17
SP,NIPOÃ,3532702,17
SP,NOVA ALIANÇA,3532801,17
SP,NOVA CAMPINA,3532827,15
SP,NOVA CANAÃ PAULISTA,3532843,17
SP,NOVA CASTILHO,3532868,17
SP,NOVA EUROPA,3532900,16
SP,NOVA GRANADA,3533007,17
SP,NOVA GUATAPORANGA,3533106,18
SP,NOVA INDEPENDÊNCIA,3533205,18
SP,NOVA LUZITÂNIA,3533304,17
SP,NOVA ODESSA,3533403,19
SP,NOVAIS,3533254,17
SP,NOVO HORIZONTE,3533502,17
SP,NUPORANGA,3533601,16
SP,OCAUÇU,3533700,14
SP,ÓLEO,3533809,14
SP,OLÍMPIA,3533908,17
SP,ONDA VERDE,3534005,17
SP,ORIENTE,3534104,14
SP,ORINDIÚVA,3534203,17
SP,ORLÂNDIA,3534302,16
SP,OSASCO,3534401,11
SP,OSCAR BRESSANE,3534500,14
SP,OSVALDO CRUZ,3534609,18
SP,OURINHOS,3534708,14
SP,OURO VERDE,3534807,18
SP,OUROESTE,3534757,17
SP,PACAEMBU,3534906,18
SP,PALESTINA,3535002,17
SP,PALMARES PAULISTA,3535101,17
SP,PALMEIRA D'OESTE,3535200,17
SP,PALMITAL,3535309,18
SP,PANORAMA,3535408,18
SP,PARAGUAÇU PAULISTA,3535507,18
SP,PARAIBUNA,3535606,12
SP,PARAÍSO,3535705,17
SP,PARANAPANEMA,3535804,14
SP,PARANAPUÃ,3535903,17
SP,PARAPUÃ,3536000,18
SP,PARDINHO,3536109,14
SP,PARIQUERA-AÇU,3536208,13
SP,PARISI,3536257,17
SP,PATROCÍNIO PAULISTA,3536307,16
SP,PAULICÉIA,3536406,18
SP,PAULÍNIA,3536505,19
SP,PAULISTÂNIA,3536570,14
SP,PAULO DE FARIA,3536604,17
SP,PEDERNEIRAS,3536703,14
SP,PEDRA BELA,3536802,11
SP,PEDRANÓPOLIS,3536901,17
SP,PEDREGULHO,3537008,16
SP,PEDREIRA,3537107,19
SP,PEDRINHAS PAULISTA,3537156,18
SP,PEDRO DE TOLEDO,3537206,13
SP,PENÁPOLIS,3537305,18
SP,PEREIRA BARRETO,3537404,18
SP,PEREIRAS,3537503,14
SP,PERUÍBE,3537602,13
SP,PIACATU,3537701,18
SP,PIEDADE,3537800,15
SP,PILAR DO SUL,3537909,15
SP,PINDAMONHANGABA,3538006,12
SP,PINDORAMA,3538105,17
SP,PINHALZINHO,3538204,11
SP,PIQUEROBI,3538303,18
SP,PIQUETE,3538501,12
SP,PIRACAIA,3538600,11
SP,PIRACICABA,3538709,19
SP,PIRAJU,3538808,14
SP,PIRAJUÍ,3538907,14
SP,PIRANGI,3539004,17
SP,PIRAPORA DO BOM JESUS,3539103,11
SP,PIRAPOZINHO,3539202,18
SP,PIRASSUNUNGA,3539301,19
SP,PIRATININGA,3539400,14
SP,PITANGUEIRAS,3539509,16
SP,PLANALTO,3539608,18
SP,PLATINA,3539707,18
SP,POÁ,3539806,11
SP,POLONI,3539905,17
SP,POMPÉIA,3540002,14
SP,PONGAÍ,3540101,14
SP,PONTAL,3540200,16
SP,PONTALINDA,3540259,17
SP,PONTES GESTAL,3540309,17
SP,POPULINA,3540408,17
SP,PORANGABA,3540507,15
SP,PORTO FELIZ,3540606,15
SP,PORTO FERREIRA,3540705,19
SP,POTIM,3540754,12
SP,POTIRENDABA,3540804,17
SP,PRACINHA,3540853,18
SP,PRADÓPOLIS,3540903,16
SP,PRAIA GRANDE,3541000,13
SP,PRATÂNIA,3541059,14
SP,PRESIDENTE ALVES,3541109,14
SP,PRESIDENTE BERNARDES,3541208,18
SP,PRESIDENTE EPITÁCIO,3541307,18
SP,PRESIDENTE PRUDENTE,3541406,18
SP,PRESIDENTE VENCESLAU,3541505,18
SP,PROMISSÃO,3541604,14
SP,QUADRA,3541653,15
SP,QUATÁ,3541703,18
SP,QUEIROZ,3541802,14
SP,QUELUZ,3541901,12
SP,QUINTANA,3542008,14
SP,RAFARD,3542107,19
SP,RANCHARIA,3542206,18
SP,REDENÇÃO DA SERRA,3542305,12
SP,REGENTE FEIJÓ,3542404,18
SP,REGINÓPOLIS,3542503,14
SP,REGISTRO,3542602,13
SP,RESTINGA,3542701,16
SP,RIBEIRA,3542800,15
SP,RIBEIRÃO BONITO,3542909,16
SP,RIBEIRÃO BRANCO,3543006,15
SP,RIBEIRÃO CORRENTE,3543105,16
SP,RIBEIRÃO DO SUL,3543204,14
SP,RIBEIRÃO DOS ÍNDIOS,3543238,18
SP,RIBEIRÃO GRANDE,3543253,15
SP,RIBEIRÃO PIRES,3543303,11
SP,RIBEIRÃO PRETO,3543402,16
SP,RIFAINA,3543600,16
SP,RINCÃO,3543709,16
SP,RINÓPOLIS,3543808,18
SP,RIO CLARO,3543907,19
SP,RIO DAS PEDRAS,3544004,19
SP,RIO GRANDE DA SERRA,3544103,11
SP,RIOLÂNDIA,3544202,17
SP,RIVERSUL,3543501,15
SP,ROSANA,3544251,18
SP,ROSEIRA,3544301,12
SP,RUBIÁCEA,3544400,18
SP,RUBINÉIA,3544509,17
SP,SABINO,3544608,14
SP,SAGRES,3544707,18
SP,SALES,3544806,17
SP,SALES OLIVEIRA,3544905,16
SP,SALESÓPOLIS,3545001,11
SP,SALMOURÃO,3545100,18
SP,SALTINHO,3545159,19
SP,SALTO,3545209,11
SP,SALTO DE PIRAPORA,3545308,15
SP,SALTO GRANDE,3545407,14
SP,SANDOVALINA,3545506,18
SP,SANTA ADÉLIA,3545605,17
SP,SANTA ALBERTINA,3545704,17
SP,SANTA BÁRBARA D'OESTE,3545803,19
SP,SANTA BRANCA,3546009,12
SP,SANTA CLARA D'OESTE,3546108,17
SP,SANTA CRUZ DA CONCEIÇÃO,3546207,19
SP,SANTA CRUZ DA ESPERANÇA,3546256,16
SP,SANTA CRUZ DAS PALMEIRAS,3546306,19
SP,SANTA CRUZ DO RIO PARDO,3546405,14
SP,SANTA ERNESTINA,3546504,16
SP,SANTA FÉ DO SUL,3546603,17
SP,SANTA GERTRUDES,3546702,19
SP,SANTA ISABEL,3546801,11
SP,SANTA LÚCIA,3546900,16
SP,SANTA MARIA DA SERRA,3547007,19
SP,SANTA MERCEDES,3547106,18
SP,SANTA RITA DO PASSA QUATRO,3547502,19
SP,SANTA RITA D'OESTE,3547403,17
SP,SANTA ROSA DE VITERBO,3547601,16
SP,SANTA SALETE,3547650,17
SP,SANTANA DA PONTE PENSA,3547205,17
SP,SANTANA DE PARNAÍBA,3547304,11
SP,SANTO ANASTÁCIO,3547700,18
SP,SANTO ANDRÉ,3547809,11
SP,SANTO ANTÔNIO DA ALEGRIA,3547908,16
SP,SANTO ANTÔNIO DE POSSE,3548005,19
SP,SANTO ANTÔNIO DO ARACANGUÁ,3548054,18
SP,SANTO ANTÔNIO DO JARDIM,3548104,19
SP,SANTO ANTÔNIO DO PINHAL,3548203,12
SP,SANTO EXPEDITO,3548302,18
SP,SANTÓPOLIS DO AGUAPEÍ,3548401,18
SP,SANTOS,3548500,13
SP,SÃO BENTO DO SAPUCAÍ,3548609,12
SP,SÃO BERNARDO DO CAMPO,3548708,11
SP,SÃO CAETANO DO SUL,3548807,11
SP,SÃO CARLOS,3548906,16
SP,SÃO FRANCISCO,3549003,17
SP,SÃO JOÃO DA BOA VISTA,3549102,19
SP,SÃO JOÃO DAS DUAS PONTES,3549201,17
SP,SÃO JOÃO DE IRACEMA,3549250,17
SP,SÃO JOÃO DO PAU D'ALHO,3549300,18
SP,SÃO JOAQUIM DA BARRA,3549409,16
SP,SÃO JOSÉ DA BELA VISTA,3549508,16
SP,SÃO JOSÉ DO BARREIRO,3549607,12
SP,SÃO JOSÉ DO RIO PARDO,3549706,19
SP,SÃO JOSÉ DO RIO PRETO,3549805,17
SP,SÃO JOSÉ DOS CAMPOS,3549904,12
SP,SÃO LOURENÇO DA SERRA,3549953,11
SP,SÃO LUÍS DO PARAITINGA,3550001,12
SP,SÃO MANUEL,3550100,14
SP,SÃO MIGUEL ARCANJO,3550209,15
SP,SÃO PAULO,3550308,11
SP,SÃO PEDRO,3550407,19
SP,SÃO PEDRO DO TURVO,3550506,14
SP,SÃO ROQUE,3550605,11
SP,SÃO SEBASTIÃO,3550704,12
SP,SÃO SEBASTIÃO DA GRAMA,3550803,19
SP,SÃO SIMÃO,3550902,16
SP,SÃO VICENTE,3551009,13
SP,SARAPUÍ,3551108,15
SP,SARUTAIÁ,3551207,14
SP,SEBASTIANÓPOLIS DO SUL,3551306,17
SP,SERRA AZUL,3551405,16
SP,SERRA NEGRA,3551603,19
SP,SERRANA,3551504,16
SP,SERTÃOZINHO,3551702,16
SP,SETE BARRAS,3551801,13
SP,SEVERÍNIA,3551900,17
SP,SILVEIRAS,3552007,12
SP,SOCORRO,3552106,19
SP,SOROCABA,3552205,15
SP,SUD MENNUCCI,3552304,18
SP,SUMARÉ,3552403,19
SP,SUZANÁPOLIS,3552551,18
SP,SUZANO,3552502,11
SP,TABAPUÃ,3552601,17
SP,TABATINGA,3552700,16
SP,TABOÃO DA SERRA,3552809,11
SP,TACIBA,3552908,18
SP,TAGUAÍ,3553005,14
SP,TAIAÇU,3553104,16
SP,TAIÚVA,3553203,16
SP,TAMBAÚ,3553302,19
SP,TANABI,3553401,17
SP,TAPIRAÍ,3553500,15
SP,TAPIRATIBA,3553609,19
SP,TAQUARAL,3553658,16
SP,TAQUARITINGA,3553708,16
SP,TAQUARITUBA,3553807,14
SP,TAQUARIVAÍ,3553856,15
SP,TARABAI,3553906,18
SP,TARUMÃ,3553955,18
SP,TATUÍ,3554003,15
SP,TAUBATÉ,3554102,12
SP,TEJUPÁ,3554201,14
SP,TEODORO SAMPAIO,3554300,18
SP,TERRA ROXA,3554409,17
SP,TIETÊ,3554508,15
SP,TIMBURI,3554607,14
SP,TORRE DE PEDRA,3554656,15
SP,TORRINHA,3554706,14
SP,TRABIJU,3554755,16
SP,TREMEMBÉ,3554805,12
SP,TRÊS FRONTEIRAS,3554904,17
SP,TUIUTI,3554953,11
SP,TUPÃ,3555000,14
SP,TUPI PAULISTA,3555109,18
SP,TURIÚBA,3555208,18
SP,TURMALINA,3555307,17
SP,UBARANA,3555356,17
SP,UBATUBA,3555406,12
SP,UBIRAJARA,3555505,14
SP,UCHOA,3555604,17
SP,UNIÃO PAULISTA,3555703,17
SP,URÂNIA,3555802,17
SP,URU,3555901,14
SP,URUPÊS,3556008,17
SP,VALENTIM GENTIL,3556107,17
SP,VALINHOS,3556206,19
SP,VALPARAÍSO,3556305,18
SP,VARGEM,3556354,11
SP,VARGEM GRANDE DO SUL,3556404,19
SP,VARGEM GRANDE PAULISTA,3556453,11
SP,VÁRZEA PAULISTA,3556503,11
SP,VERA CRUZ,3556602,14
SP,VINHEDO,3556701,19
SP,VIRADOURO,3556800,17
SP,VISTA ALEGRE DO ALTO,3556909,16
SP,VITÓRIA BRASIL,3556958,17
SP,VOTORANTIM,3557006,15
SP,VOTUPORANGA,3557105,17
SP,ZACARIAS,3557154,18
TO,ABREULÂNDIA,1700251,63
TO,AGUIARNÓPOLIS,1700301,63
TO,ALIANÇA DO TOCANTINS,1700350,63
TO,ALMAS,1700400,63
TO,ALVORADA,1700707,63
TO,ANANÁS,1701002,63
TO,ANGICO,1701051,63
TO,APARECIDA DO RIO NEGRO,1701101,63
TO,ARAGOMINAS,1701309,63
TO,ARAGUACEMA,1701903,63
TO,ARAGUAÇU,1702000,63
TO,ARAGUAÍNA,1702109,63
TO,ARAGUANÃ,1702158,63
TO,ARAGUATINS,1702208,63
TO,ARAPOEMA,1702307,63
TO,ARRAIAS,1702406,63
TO,AUGUSTINÓPOLIS,1702554,63
TO,AURORA DO TOCANTINS,1702703,63
TO,AXIXÁ DO TOCANTINS,1702901,63
TO,BABAÇULÂNDIA,1703008,63
TO,BANDEIRANTES DO TOCANTINS,1703057,63
TO,BARRA DO OURO,1703073,63
TO,BARROLÂNDIA,1703107,63
TO,BERNARDO SAYÃO,1703206,63
TO,BOM JESUS DO TOCANTINS,1703305,63
TO,BRASILÂNDIA DO TOCANTINS,1703602,63
TO,BREJINHO DE NAZARÉ,1703701,63
TO,BURITI DO TOCANTINS,1703800,63
TO,CACHOEIRINHA,1703826,63
TO,CAMPOS LINDOS,1703842,63
TO,CARIRI DO TOCANTINS,1703867,63
TO,CARMOLÂNDIA,1703883,63
TO,CARRASCO BONITO,1703891,63
TO,CASEARA,1703909,63
TO,CENTENÁRIO,1704105,63
TO,CHAPADA DA NATIVIDADE,1705102,63
TO,CHAPADA DE AREIA,1704600,63
TO,COLINAS DO TOCANTINS,1705508,63
TO,COLMÉIA,1716703,63
TO,COMBINADO,1705557,63
TO,CONCEIÇÃO DO TOCANTINS,1705607,63
TO,COUTO MAGALHÃES,1706001,63
TO,CRISTALÂNDIA,1706100,63
TO,CRIXÁS DO TOCANTINS,1706258,63
TO,DARCINÓPOLIS,1706506,63
TO,DIANÓPOLIS,1707009,63
TO,DIVINÓPOLIS DO TOCANTINS,1707108,63
TO,DOIS IRMÃOS DO TOCANTINS,1707207,63
TO,DUERÉ,1707306,63
TO,ESPERANTINA,1707405,63
TO,FÁTIMA,1707553,63
TO,FIGUEIRÓPOLIS,1707652,63
TO,FILADÉLFIA,1707702,63
TO,FORMOSO DO ARAGUAIA,1708205,63
TO,FORTALEZA DO TABOCÃO,1708254,63
TO,GOIANORTE,1708304,63
TO,GOIATINS,1709005,63
TO,GUARAÍ,1709302,63
TO,GURUPI,1709500,63
TO,IPUEIRAS,1709807,63
TO,ITACAJÁ,1710508,63
TO,ITAGUATINS,1710706,63
TO,ITAPIRATINS,1710904,63
TO,ITAPORÃ DO TOCANTINS,1711100,63
TO,JAÚ DO TOCANTINS,1711506,63
TO,JUARINA,1711803,63
TO,LAGOA DA CONFUSÃO,1711902,63
TO,LAGOA DO TOCANTINS,1711951,63
TO,LAJEADO,1712009,63
TO,LAVANDEIRA,1712157,63
TO,LIZARDA,1712405,63
TO,LUZINÓPOLIS,1712454,63
TO,MARIANÓPOLIS DO TOCANTINS,1712504,63
TO,MATEIROS,1712702,63
TO,MAURILÂNDIA DO TOCANTINS,1712801,63
TO,MIRACEMA DO TOCANTINS,1713205,63
TO,MIRANORTE,1713304,63
TO,MONTE DO CARMO,1713601,63
TO,MONTE SANTO DO TOCANTINS,1713700,63
TO,MURICILÂNDIA,1713957,63
TO,NATIVIDADE,1714203,63
TO,NAZARÉ,1714302,63
TO,NOVA OLINDA,1714880,63
TO,NOVA ROSALÂNDIA,1715002,63
TO,NOVO ACORDO,1715101,63
TO,NOVO ALEGRE,1715150,63
TO,NOVO JARDIM,1715259,63
TO,OLIVEIRA DE FÁTIMA,1715507,63
TO,PALMAS,1721000,63
TO,PALMEIRANTE,1715705,63
TO,PALMEIRAS DO TOCANTINS,1713809,63
TO,PALMEIRÓPOLIS,1715754,63
TO,PARAÍSO DO TOCANTINS,1716109,63
TO,PARANÃ,1716208,63
TO,PAU D'ARCO,1716307,63
TO,PEDRO AFONSO,1716505,63
TO,PEIXE,1716604,63
TO,PEQUIZEIRO,1716653,63
TO,PINDORAMA DO TOCANTINS,1717008,63
TO,PIRAQUÊ,1717206,63
TO,PIUM,1717503,63
TO,PONTE ALTA DO BOM JESUS,1717800,63
TO,PONTE ALTA DO TOCANTINS,1717909,63
TO,PORTO ALEGRE DO TOCANTINS,1718006,63
TO,PORTO NACIONAL,1718204,63
TO,PRAIA NORTE,1718303,63
TO,PRESIDENTE KENNEDY,1718402,63
TO,PUGMIL,1718451,63
TO,RECURSOLÂNDIA,1718501,63
TO,RIACHINHO,1718550,63
TO,RIO DA CONCEIÇÃO,1718659,63
TO,RIO DOS BOIS,1718709,63
TO,RIO SONO,1718758,63
TO,SAMPAIO,1718808,63
TO,SANDOLÂNDIA,1718840,63
TO,SANTA FÉ DO ARAGUAIA,1718865,63
TO,SANTA MARIA DO TOCANTINS,1718881,63
TO,SANTA RITA DO TOCANTINS,1718899,63
TO,SANTA ROSA DO TOCANTINS,1718907,63
TO,SANTA TEREZA DO TOCANTINS,1719004,63
TO,SANTA TEREZINHA DO TOCANTINS,1720002,63
TO,SÃO BENTO DO TOCANTINS,1720101,63
TO,SÃO FÉLIX DO TOCANTINS,1720150,63
TO,SÃO MIGUEL DO TOCANTINS,1720200,63
TO,SÃO SALVADOR DO TOCANTINS,1720259,63
TO,SÃO SEBASTIÃO DO TOCANTINS,1720309,63
TO,SÃO VALÉRIO,1720499,63
TO,SILVANÓPOLIS,1720655,63
TO,SÍTIO NOVO DO TOCANTINS,1720804,63
TO,SUCUPIRA,1720853,63
TO,TAGUATINGA,1720903,63
TO,TAIPAS DO TOCANTINS,1720937,63
TO,TALISMÃ,1720978,63
TO,TOCANTÍNIA,1721109,63
TO,TOCANTINÓPOLIS,1721208,63
TO,TUPIRAMA,1721257,63
TO,TUPIRATINS,1721307,63
TO,WANDERLÂNDIA,1722081,63
TO,XAMBIOÁ,1722107,63
PA,MOJUÍ DOS CAMPOS,1504752,93
SC,PESCARIA BRAVA,4212650,48
SC,BALNEÁRIO RINCÃO,4220000,48
MS,PARAÍSO DAS ÁGUAS,5006275,67
MS,FIGUEIRÃO,5003900,67
MT,IPIRANGA DO NORTE,5104526,66
MT,ITANHANGÁ,5104542,66
PI,AROEIRAS DO ITAIM,2200954,89
PI,NAZÁRIA,2206720,86
RN,AUGUSTO SEVERO,2401305,84
