UF,cod_ibge,nome_2018,area_km2
RO,1100015,ALTA FLORESTA D'OESTE,7067
RO,1100023,ARIQUEMES,4427
RO,1100031,CABIXI,1314
RO,1100049,CACOAL,3793
RO,1100056,CEREJEIRAS,2783
RO,1100064,COLORADO DO OESTE,1451
RO,1100072,CORUMBIARA,3060
RO,1100080,COSTA MARQUES,4987
RO,1100189,PIMENTA BUENO,6241
RO,1100205,PORTO VELHO,34091
RO,1100254,PRESIDENTE MÉDICI,1758
RO,1100262,RIO CRESPO,1718
RO,1100098,ESPIGÃO D'OESTE,4518
RO,1100106,GUAJARÁ-MIRIM,24856
RO,1100114,JARU,2944
RO,1100122,JI-PARANÁ,6897
RO,1100130,MACHADINHO D'OESTE,8509
RO,1100148,NOVA BRASILÂNDIA D'OESTE,1703
RO,1100288,ROLIM DE MOURA,1458
RO,1100296,SANTA LUZIA D'OESTE,1198
RO,1100155,OURO PRETO DO OESTE,1970
RO,1100304,VILHENA,11699
RO,1100320,SÃO MIGUEL DO GUAPORÉ,7460
RO,1100338,NOVA MAMORÉ,10072
RO,1100346,ALVORADA D'OESTE,3029
RO,1100379,ALTO ALEGRE DOS PARECIS,3958
RO,1100403,ALTO PARAÍSO,2652
RO,1100452,BURITIS,3266
RO,1100502,NOVO HORIZONTE DO OESTE,843
RO,1100601,CACAULÂNDIA,1962
RO,1100700,CAMPO NOVO DE RONDÔNIA,3442
RO,1100809,CANDEIAS DO JAMARI,6844
RO,1100908,CASTANHEIRAS,893
RO,1100924,CHUPINGUAIA,5127
RO,1100940,CUJUBIM,3864
RO,1101005,GOVERNADOR JORGE TEIXEIRA,5067
RO,1101104,ITAPUÃ DO OESTE,4082
RO,1101203,MINISTRO ANDREAZZA,798
RO,1101302,MIRANTE DA SERRA,1192
RO,1101401,MONTE NEGRO,1931
RO,1101435,NOVA UNIÃO,807
RO,1101450,PARECIS,2549
RO,1101468,PIMENTEIRAS DO OESTE,6015
RO,1101476,PRIMAVERA DE RONDÔNIA,606
RO,1101484,SÃO FELIPE D'OESTE,542
RO,1101492,SÃO FRANCISCO DO GUAPORÉ,10960
RO,1101500,SERINGUEIRAS,3774
RO,1101559,TEIXEIRÓPOLIS,460
RO,1101609,THEOBROMA,2197
RO,1101708,URUPÁ,832
RO,1101757,VALE DO ANARI,3135
RO,1101807,VALE DO PARAÍSO,966
AC,1200013,ACRELÂNDIA,1808
AC,1200054,ASSIS BRASIL,4974
AC,1200104,BRASILÉIA,3917
AC,1200138,BUJARI,3035
AC,1200179,CAPIXABA,1702
AC,1200203,CRUZEIRO DO SUL,8779
AC,1200252,EPITACIOLÂNDIA,1655
AC,1200302,FEIJÓ,27975
AC,1200328,JORDÃO,5357
AC,1200336,MÂNCIO LIMA,5453
AC,1200344,MANOEL URBANO,10633
AC,1200351,MARECHAL THAUMATURGO,8192
AC,1200385,PLÁCIDO DE CASTRO,1944
AC,1200393,PORTO WALTER,6444
AC,1200401,RIO BRANCO,8835
SP,3513850,DIRCE REIS,88
SP,3513900,DIVINOLÂNDIA,224
SP,3514007,DOBRADA,150
SP,3514106,DOIS CÓRREGOS,633
SP,3514205,DOLCINÓPOLIS,78
AC,1200427,RODRIGUES ALVES,3077
AC,1200435,SANTA ROSA DO PURUS,6146
AC,1200450,SENADOR GUIOMARD,2322
AC,1200500,SENA MADUREIRA,23753
AC,1200609,TARAUACÁ,20171
AC,1200708,XAPURI,5347
AC,1200807,PORTO ACRE,2605
AM,1300029,ALVARÃES,5923
AM,1300060,AMATURÁ,4754
AM,1300086,ANAMÃ,2446
AM,1300102,ANORI,6036
AM,1300144,APUÍ,54241
AM,1300201,ATALAIA DO NORTE,76435
AM,1300300,AUTAZES,7653
AM,1300409,BARCELOS,122461
AM,1300508,BARREIRINHA,5752
AM,1300607,BENJAMIN CONSTANT,8695
AM,1300631,BERURI,17473
AM,1300680,BOA VISTA DO RAMOS,2589
AM,1300706,BOCA DO ACRE,21939
AM,1300805,BORBA,44236
AM,1300839,CAAPIRANGA,9456
AM,1300904,CANUTAMA,33643
AM,1301001,CARAUARI,25779
AM,1301100,CAREIRO,6096
AM,1301159,CAREIRO DA VÁRZEA,2627
AM,1301209,COARI,57971
AM,1301308,CODAJÁS,18701
AM,1301407,EIRUNEPÉ,14966
AM,1301506,ENVIRA,7506
AM,1301605,FONTE BOA,12155
AM,1301654,GUAJARÁ,7584
AM,1301704,HUMAITÁ,33111
AM,1301803,IPIXUNA,12110
AM,1301852,IRANDUBA,2217
AM,1301902,ITACOATIARA,8892
AM,1301951,ITAMARATI,25260
AM,1302009,ITAPIRANGA,4335
AM,1302108,JAPURÁ,55827
AM,1302207,JURUÁ,19443
AM,1302306,JUTAÍ,69457
AM,1302405,LÁBREA,68263
AM,1302504,MANACAPURU,7337
AM,1302553,MANAQUIRI,3973
AM,1302603,MANAUS,11401
AM,1302702,MANICORÉ,48315
AM,1302801,MARAÃ,16831
AM,1302900,MAUÉS,39991
AM,1303007,NHAMUNDÁ,14107
AM,1303106,NOVA OLINDA DO NORTE,5578
AM,1303205,NOVO AIRÃO,37777
AM,1303304,NOVO ARIPUANÃ,41180
AM,1303403,PARINTINS,5956
AM,1303502,PAUINI,41625
AM,1303536,PRESIDENTE FIGUEIREDO,25459
AM,1303569,RIO PRETO DA EVA,5816
AM,1303601,SANTA ISABEL DO RIO NEGRO,62800
AM,1303700,SANTO ANTÔNIO DO IÇÁ,12366
AM,1303809,SÃO GABRIEL DA CACHOEIRA,109181
AM,1303908,SÃO PAULO DE OLIVENÇA,19659
AM,1303957,SÃO SEBASTIÃO DO UATUMÃ,10647
AM,1304005,SILVES,3723
AM,1304062,TABATINGA,3266
AM,1304104,TAPAUÁ,84946
AM,1304203,TEFÉ,23692
AM,1304237,TONANTINS,6447
AM,1304260,UARINI,10275
AM,1304302,URUCARÁ,27902
AM,1304401,URUCURITUBA,2886
RR,1400027,AMAJARI,28472
RR,1400050,ALTO ALEGRE,25753
RR,1400100,BOA VISTA,5687
RR,1400159,BONFIM,8095
RR,1400175,CANTÁ,7665
RR,1400209,CARACARAÍ,47380
RR,1400233,CAROEBE,12066
RR,1400282,IRACEMA,14351
RR,1400308,MUCAJAÍ,12351
RR,1400407,NORMANDIA,6967
RR,1400456,PACARAIMA,8028
RR,1400472,RORAINÓPOLIS,33580
RR,1400506,SÃO JOÃO DA BALIZA,4285
RR,1400605,SÃO LUIZ,1527
RR,1400704,UIRAMUTÃ,8066
PA,1500107,ABAETETUBA,1611
PA,1500131,ABEL FIGUEIREDO,614
PA,1500206,ACARÁ,4344
PA,1500305,AFUÁ,8338
PA,1500347,ÁGUA AZUL DO NORTE,7114
PA,1500404,ALENQUER,23645
PA,1500503,ALMEIRIM,72955
PA,1500602,ALTAMIRA,159533
PA,1500701,ANAJÁS,6914
PA,1500800,ANANINDEUA,190
PA,1500859,ANAPU,11895
PA,1500909,AUGUSTO CORRÊA,1086
PA,1500958,AURORA DO PARÁ,1812
PA,1501006,AVEIRO,17074
PA,1501105,BAGRE,4397
PA,1501204,BAIÃO,3760
PA,1501253,BANNACH,2957
PA,1501303,BARCARENA,1310
PA,1501402,BELÉM,1059
PA,1501451,BELTERRA,4398
PA,1501501,BENEVIDES,188
PA,1501576,BOM JESUS DO TOCANTINS,2817
PA,1501600,BONITO,587
PA,1501709,BRAGANÇA,2098
PA,1501725,BRASIL NOVO,6363
PA,1501758,BREJO GRANDE DO ARAGUAIA,1288
PA,1501782,BREU BRANCO,3942
PA,1501808,BREVES,9567
PA,1501907,BUJARU,1005
PA,1501956,CACHOEIRA DO PIRIÁ,2420
PA,1502004,CACHOEIRA DO ARARI,3100
PA,1502103,CAMETÁ,3081
PA,1502152,CANAÃ DOS CARAJÁS,3146
PA,1502202,CAPANEMA,615
PA,1502301,CAPITÃO POÇO,2900
PA,1502400,CASTANHAL,1030
PA,1502509,CHAVES,12535
PA,1502608,COLARES,384
PA,1502707,CONCEIÇÃO DO ARAGUAIA,5829
PA,1502756,CONCÓRDIA DO PARÁ,691
PA,1502764,CUMARU DO NORTE,17085
PA,1502772,CURIONÓPOLIS,2369
PA,1502806,CURRALINHO,3617
PA,1502855,CURUÁ,1431
PA,1502905,CURUÇÁ,673
PA,1502939,DOM ELISEU,5269
PA,1502954,ELDORADO DO CARAJÁS,2957
PA,1503002,FARO,11772
PA,1503044,FLORESTA DO ARAGUAIA,3444
PA,1503077,GARRAFÃO DO NORTE,1599
PA,1503093,GOIANÉSIA DO PARÁ,7024
PA,1503101,GURUPÁ,8570
PA,1503200,IGARAPÉ-AÇU,786
PA,1503309,IGARAPÉ-MIRI,1997
PA,1503408,INHANGAPI,472
PA,1503457,IPIXUNA DO PARÁ,5216
PA,1503507,IRITUIA,1379
PA,1503606,ITAITUBA,62042
PA,1503705,ITUPIRANGA,7880
PA,1503754,JACAREACANGA,53305
PA,1503804,JACUNDÁ,2008
PA,1503903,JURUTI,8305
PA,1504000,LIMOEIRO DO AJURU,1490
PA,1504059,MÃE DO RIO,469
PA,1504109,MAGALHÃES BARATA,324
PA,1504208,MARABÁ,15128
PA,1504307,MARACANÃ,808
PA,1504406,MARAPANIM,805
PA,1504422,MARITUBA,103
PA,1504455,MEDICILÂNDIA,8273
PA,1504505,MELGAÇO,6774
PA,1504604,MOCAJUBA,871
PA,1504703,MOJU,9094
PA,1504752,MOJUÍ DOS CAMPOS,4988
PA,1504802,MONTE ALEGRE,18153
PA,1504901,MUANÁ,3763
PA,1504950,NOVA ESPERANÇA DO PIRIÁ,2808
PA,1504976,NOVA IPIXUNA,1564
PA,1505007,NOVA TIMBOTEUA,490
PA,1505031,NOVO PROGRESSO,38162
PA,1505064,NOVO REPARTIMENTO,15399
PA,1505106,ÓBIDOS,28021
PA,1505205,OEIRAS DO PARÁ,3852
PA,1505304,ORIXIMINÁ,107603
PA,1505403,OURÉM,562
PA,1505437,OURILÂNDIA DO NORTE,14411
PA,1505486,PACAJÁ,11832
PA,1505494,PALESTINA DO PARÁ,984
PA,1505502,PARAGOMINAS,19343
PA,1505536,PARAUAPEBAS,6886
PA,1505551,PAU D'ARCO,1671
PA,1505601,PEIXE-BOI,450
PA,1505635,PIÇARRA,3313
PA,1505650,PLACAS,7173
PA,1505700,PONTA DE PEDRAS,3364
PA,1505809,PORTEL,25385
PA,1505908,PORTO DE MOZ,17423
PA,1506005,PRAINHA,14787
PA,1506104,PRIMAVERA,259
PA,1506112,QUATIPURU,290
PA,1506138,REDENÇÃO,3824
PA,1506161,RIO MARIA,4115
PA,1506187,RONDON DO PARÁ,8246
PA,1506195,RURÓPOLIS,7021
PA,1506203,SALINÓPOLIS,223
PA,1506302,SALVATERRA,919
PA,1506351,SANTA BÁRBARA DO PARÁ,278
PA,1506401,SANTA CRUZ DO ARARI,1077
PA,1506500,SANTA IZABEL DO PARÁ,718
PA,1506559,SANTA LUZIA DO PARÁ,1356
PA,1506583,SANTA MARIA DAS BARREIRAS,10330
PA,1506609,SANTA MARIA DO PARÁ,458
PA,1506708,SANTANA DO ARAGUAIA,11591
PA,1506807,SANTARÉM,17898
PA,1506906,SANTARÉM NOVO,230
PA,1507003,SANTO ANTÔNIO DO TAUÁ,538
PA,1507102,SÃO CAETANO DE ODIVELAS,464
PA,1507151,SÃO DOMINGOS DO ARAGUAIA,1392
PA,1507201,SÃO DOMINGOS DO CAPIM,1677
PA,1507300,SÃO FÉLIX DO XINGU,84213
PA,1507409,SÃO FRANCISCO DO PARÁ,479
PA,1507458,SÃO GERALDO DO ARAGUAIA,3168
PA,1507466,SÃO JOÃO DA PONTA,196
PA,1507474,SÃO JOÃO DE PIRABAS,656
PA,1507508,SÃO JOÃO DO ARAGUAIA,1280
PA,1507607,SÃO MIGUEL DO GUAMÁ,1110
PA,1507706,SÃO SEBASTIÃO DA BOA VISTA,1632
PA,1507755,SAPUCAIA,1298
PA,1507805,SENADOR JOSÉ PORFÍRIO,14420
PA,1507904,SOURE,2857
PA,1507953,TAILÂNDIA,4430
PA,1507961,TERRA ALTA,205
PA,1507979,TERRA SANTA,1896
PA,1508001,TOMÉ-AÇU,5145
PA,1508035,TRACUATEUA,869
PA,1508050,TRAIRÃO,11991
PA,1508084,TUCUMÃ,2513
PA,1508100,TUCURUÍ,2084
PA,1508126,ULIANÓPOLIS,5088
PA,1508159,URUARÁ,10791
PA,1508209,VIGIA,402
PA,1508308,VISEU,4939
PA,1508357,VITÓRIA DO XINGU,3090
PA,1508407,XINGUARA,3779
AP,1600055,SERRA DO NAVIO,7713
AP,1600105,AMAPÁ,8455
AP,1600154,PEDRA BRANCA DO AMAPARI,9622
AP,1600204,CALÇOENE,14117
AP,1600212,CUTIAS,2179
AP,1600238,FERREIRA GOMES,4974
AP,1600253,ITAUBAL,1623
AP,1600279,LARANJAL DO JARI,30783
AP,1600303,MACAPÁ,6564
AP,1600402,MAZAGÃO,13295
AP,1600501,OIAPOQUE,23034
AP,1600535,PORTO GRANDE,4428
AP,1600550,PRACUÚBA,4949
AP,1600600,SANTANA,1541
AP,1600709,TARTARUGALZINHO,6685
AP,1600808,VITÓRIA DO JARI,2509
TO,1700251,ABREULÂNDIA,1895
TO,1700301,AGUIARNÓPOLIS,235
TO,1700350,ALIANÇA DO TOCANTINS,1580
TO,1700400,ALMAS,4013
TO,1700707,ALVORADA,1212
TO,1701002,ANANÁS,1577
TO,1701051,ANGICO,452
TO,1701101,APARECIDA DO RIO NEGRO,1160
TO,1701309,ARAGOMINAS,1173
TO,1701903,ARAGUACEMA,2778
TO,1702000,ARAGUAÇU,5168
TO,1702109,ARAGUAÍNA,4000
TO,1702158,ARAGUANÃ,836
TO,1702208,ARAGUATINS,2625
TO,1702307,ARAPOEMA,1552
TO,1702406,ARRAIAS,5787
TO,1702554,AUGUSTINÓPOLIS,395
TO,1702703,AURORA DO TOCANTINS,753
TO,1702901,AXIXÁ DO TOCANTINS,150
TO,1703008,BABAÇULÂNDIA,1788
TO,1703057,BANDEIRANTES DO TOCANTINS,1542
TO,1703073,BARRA DO OURO,1106
TO,1703107,BARROLÂNDIA,713
TO,1703206,BERNARDO SAYÃO,927
TO,1703305,BOM JESUS DO TOCANTINS,1333
TO,1703602,BRASILÂNDIA DO TOCANTINS,641
TO,1703701,BREJINHO DE NAZARÉ,1724
TO,1703800,BURITI DO TOCANTINS,252
TO,1703826,CACHOEIRINHA,352
TO,1703842,CAMPOS LINDOS,3240
TO,1703867,CARIRI DO TOCANTINS,1129
TO,1703883,CARMOLÂNDIA,339
TO,1703891,CARRASCO BONITO,193
TO,1703909,CASEARA,1692
TO,1704105,CENTENÁRIO,1955
TO,1704600,CHAPADA DE AREIA,659
TO,1705102,CHAPADA DA NATIVIDADE,1646
TO,1705508,COLINAS DO TOCANTINS,844
TO,1705557,COMBINADO,210
TO,1705607,CONCEIÇÃO DO TOCANTINS,2501
TO,1706001,COUTO MAGALHÃES,1586
TO,1706100,CRISTALÂNDIA,1848
TO,1706258,CRIXÁS DO TOCANTINS,987
TO,1706506,DARCINÓPOLIS,1639
TO,1707009,DIANÓPOLIS,3217
TO,1707108,DIVINÓPOLIS DO TOCANTINS,2347
TO,1707207,DOIS IRMÃOS DO TOCANTINS,3757
TO,1707306,DUERÉ,3425
TO,1707405,ESPERANTINA,504
TO,1707553,FÁTIMA,383
TO,1707652,FIGUEIRÓPOLIS,1930
TO,1707702,FILADÉLFIA,1988
TO,1708205,FORMOSO DO ARAGUAIA,13423
TO,1708254,FORTALEZA DO TABOCÃO,622
TO,1708304,GOIANORTE,1801
TO,1709005,GOIATINS,6409
TO,1709302,GUARAÍ,2268
TO,1709500,GURUPI,1836
TO,1709807,IPUEIRAS,815
TO,1710508,ITACAJÁ,3051
TO,1710706,ITAGUATINS,740
TO,1710904,ITAPIRATINS,1244
TO,1711100,ITAPORÃ DO TOCANTINS,973
TO,1711506,JAÚ DO TOCANTINS,2173
TO,1711803,JUARINA,481
TO,1711902,LAGOA DA CONFUSÃO,10565
TO,1711951,LAGOA DO TOCANTINS,911
TO,1712009,LAJEADO,322
TO,1712157,LAVANDEIRA,520
TO,1712405,LIZARDA,5723
TO,1712454,LUZINÓPOLIS,280
TO,1712504,MARIANÓPOLIS DO TOCANTINS,2091
TO,1712702,MATEIROS,9682
TO,1712801,MAURILÂNDIA DO TOCANTINS,738
TO,1713205,MIRACEMA DO TOCANTINS,2656
TO,1713304,MIRANORTE,1032
TO,1713601,MONTE DO CARMO,3617
TO,1713700,MONTE SANTO DO TOCANTINS,1092
TO,1713809,PALMEIRAS DO TOCANTINS,748
TO,1713957,MURICILÂNDIA,1187
TO,1714203,NATIVIDADE,3241
TO,1714302,NAZARÉ,396
TO,1714880,NOVA OLINDA,1566
TO,1715002,NOVA ROSALÂNDIA,516
TO,1715101,NOVO ACORDO,2675
TO,1715150,NOVO ALEGRE,200
TO,1715259,NOVO JARDIM,1310
TO,1715507,OLIVEIRA DE FÁTIMA,206
TO,1715705,PALMEIRANTE,2641
TO,1715754,PALMEIRÓPOLIS,1704
TO,1716109,PARAÍSO DO TOCANTINS,1268
TO,1716208,PARANÃ,11260
TO,1716307,PAU D'ARCO,1377
TO,1716505,PEDRO AFONSO,2011
TO,1716604,PEIXE,5291
TO,1716653,PEQUIZEIRO,1210
TO,1716703,COLMÉIA,991
TO,1717008,PINDORAMA DO TOCANTINS,1559
TO,1717206,PIRAQUÊ,1368
TO,1717503,PIUM,10014
TO,1717800,PONTE ALTA DO BOM JESUS,1806
TO,1717909,PONTE ALTA DO TOCANTINS,6491
TO,1718006,PORTO ALEGRE DO TOCANTINS,502
TO,1718204,PORTO NACIONAL,4450
TO,1718303,PRAIA NORTE,289
TO,1718402,PRESIDENTE KENNEDY,770
TO,1718451,PUGMIL,402
TO,1718501,RECURSOLÂNDIA,2217
TO,1718550,RIACHINHO,517
TO,1718659,RIO DA CONCEIÇÃO,787
TO,1718709,RIO DOS BOIS,845
TO,1718758,RIO SONO,6354
TO,1718808,SAMPAIO,222
TO,1718840,SANDOLÂNDIA,3529
TO,1718865,SANTA FÉ DO ARAGUAIA,1678
TO,1718881,SANTA MARIA DO TOCANTINS,1410
TO,1718899,SANTA RITA DO TOCANTINS,3275
TO,1718907,SANTA ROSA DO TOCANTINS,1796
TO,1719004,SANTA TEREZA DO TOCANTINS,540
TO,1720002,SANTA TEREZINHA DO TOCANTINS,270
TO,1720101,SÃO BENTO DO TOCANTINS,1106
TO,1720150,SÃO FÉLIX DO TOCANTINS,1909
TO,1720200,SÃO MIGUEL DO TOCANTINS,399
TO,1720259,SÃO SALVADOR DO TOCANTINS,1422
TO,1720309,SÃO SEBASTIÃO DO TOCANTINS,287
TO,1720499,SÃO VALÉRIO,2520
TO,1720655,SILVANÓPOLIS,1259
TO,1720804,SÍTIO NOVO DO TOCANTINS,324
TO,1720853,SUCUPIRA,1026
TO,1720903,TAGUATINGA,2437
TO,1720937,TAIPAS DO TOCANTINS,1116
TO,1720978,TALISMÃ,2157
TO,1721000,PALMAS,2219
TO,1721109,TOCANTÍNIA,2602
TO,1721208,TOCANTINÓPOLIS,1077
TO,1721257,TUPIRAMA,712
TO,1721307,TUPIRATINS,895
TO,1722081,WANDERLÂNDIA,1373
TO,1722107,XAMBIOÁ,1186
MA,2100055,AÇAILÂNDIA,5806
MA,2100105,AFONSO CUNHA,371
MA,2100154,ÁGUA DOCE DO MARANHÃO,443
MA,2100204,ALCÂNTARA,1168
MA,2100303,ALDEIAS ALTAS,1942
MA,2100402,ALTAMIRA DO MARANHÃO,524
MA,2100436,ALTO ALEGRE DO MARANHÃO,383
MA,2100477,ALTO ALEGRE DO PINDARÉ,1876
MA,2100501,ALTO PARNAÍBA,11132
MA,2100550,AMAPÁ DO MARANHÃO,502
MA,2100600,AMARANTE DO MARANHÃO,7438
MA,2100709,ANAJATUBA,943
MA,2100808,ANAPURUS,609
MA,2100832,APICUM-AÇU,340
MA,2100873,ARAGUANÃ,805
MA,2100907,ARAIOSES,1786
MA,2100956,ARAME,2976
MA,2101004,ARARI,1100
MA,2101103,AXIXÁ,159
MA,2101202,BACABAL,1683
MA,2101251,BACABEIRA,543
MA,2101301,BACURI,881
MA,2101350,BACURITUBA,413
MA,2101400,BALSAS,13142
MA,2101509,BARÃO DE GRAJAÚ,2208
MA,2101608,BARRA DO CORDA,5190
MA,2101707,BARREIRINHAS,3047
MA,2101731,BELÁGUA,569
MA,2101772,BELA VISTA DO MARANHÃO,148
MA,2101806,BENEDITO LEITE,1782
MA,2101905,BEQUIMÃO,790
MA,2101939,BERNARDO DO MEARIM,247
MA,2101970,BOA VISTA DO GURUPI,404
MA,2102002,BOM JARDIM,6591
MA,2102036,BOM JESUS DAS SELVAS,2679
MA,2102077,BOM LUGAR,445
MA,2102101,BREJO,1074
MA,2102150,BREJO DE AREIA,986
MA,2102200,BURITI,1474
MA,2102309,BURITI BRAVO,1583
MA,2102325,BURITICUPU,2545
MA,2102358,BURITIRANA,818
MA,2102374,CACHOEIRA GRANDE,865
MA,2102408,CAJAPIÓ,545
MA,2102507,CAJARI,662
MA,2102556,CAMPESTRE DO MARANHÃO,615
MA,2102606,CÂNDIDO MENDES,1635
MA,2102705,CANTANHEDE,773
MA,2102754,CAPINZAL DO NORTE,591
MA,2102804,CAROLINA,6442
MA,2102903,CARUTAPERA,1261
MA,2103000,CAXIAS,5197
MA,2103109,CEDRAL,281
MA,2103125,CENTRAL DO MARANHÃO,319
MA,2103158,CENTRO DO GUILHERME,1168
MA,2103174,CENTRO NOVO DO MARANHÃO,8401
MA,2103208,CHAPADINHA,3247
MA,2103257,CIDELÂNDIA,1464
MA,2103307,CODÓ,4361
MA,2103406,COELHO NETO,976
MA,2103505,COLINAS,1981
MA,2103554,CONCEIÇÃO DO LAGO-AÇU,733
MA,2103604,COROATÁ,2264
MA,2103703,CURURUPU,1257
MA,2103752,DAVINÓPOLIS,336
MA,2103802,DOM PEDRO,358
MA,2103901,DUQUE BACELAR,318
MA,2104008,ESPERANTINÓPOLIS,452
MA,2104057,ESTREITO,2719
MA,2104073,FEIRA NOVA DO MARANHÃO,1473
MA,2104081,FERNANDO FALCÃO,5087
MA,2104099,FORMOSA DA SERRA NEGRA,3691
MA,2104107,FORTALEZA DOS NOGUEIRAS,1854
MA,2104206,FORTUNA,695
MA,2104305,GODOFREDO VIANA,720
MA,2104404,GONÇALVES DIAS,884
MA,2104503,GOVERNADOR ARCHER,446
MA,2104552,GOVERNADOR EDISON LOBÃO,616
MA,2104602,GOVERNADOR EUGÊNIO BARROS,817
MA,2104628,GOVERNADOR LUIZ ROCHA,373
MA,2104651,GOVERNADOR NEWTON BELLO,1144
MA,2104677,GOVERNADOR NUNES FREIRE,1037
MA,2104701,GRAÇA ARANHA,271
MA,2104800,GRAJAÚ,8864
MA,2104909,GUIMARÃES,480
MA,2105005,HUMBERTO DE CAMPOS,1714
MA,2105104,ICATU,1125
MA,2105153,IGARAPÉ DO MEIO,369
MA,2105203,IGARAPÉ GRANDE,346
MA,2105302,IMPERATRIZ,1369
MA,2105351,ITAIPAVA DO GRAJAÚ,1239
MA,2105401,ITAPECURU MIRIM,1479
MA,2105427,ITINGA DO MARANHÃO,3582
MA,2105450,JATOBÁ,591
MA,2105476,JENIPAPO DOS VIEIRAS,1963
MA,2105500,JOÃO LISBOA,1135
MA,2105609,JOSELÂNDIA,704
MA,2105658,JUNCO DO MARANHÃO,565
MA,2105708,LAGO DA PEDRA,1240
MA,2105807,LAGO DO JUNCO,329
MA,2105906,LAGO VERDE,623
MA,2105922,LAGOA DO MATO,1513
MA,2105948,LAGO DOS RODRIGUES,221
MA,2105963,LAGOA GRANDE DO MARANHÃO,744
MA,2105989,LAJEADO NOVO,1064
MA,2106003,LIMA CAMPOS,322
MA,2106102,LORETO,3597
MA,2106201,LUÍS DOMINGUES,472
MA,2106300,MAGALHÃES DE ALMEIDA,433
MA,2106326,MARACAÇUMÉ,636
MA,2106359,MARAJÁ DO SENA,1403
MA,2106375,MARANHÃOZINHO,761
MA,2106409,MATA ROMA,549
MA,2106508,MATINHA,411
MA,2106607,MATÕES,2107
MA,2106631,MATÕES DO NORTE,795
MA,2106672,MILAGRES DO MARANHÃO,634
MA,2106706,MIRADOR,8521
MA,2106755,MIRANDA DO NORTE,341
MA,2106805,MIRINZAL,688
MA,2106904,MONÇÃO,1240
MA,2107001,MONTES ALTOS,1488
MA,2107100,MORROS,1713
MA,2107209,NINA RODRIGUES,542
MA,2107258,NOVA COLINAS,743
MA,2107308,NOVA IORQUE,977
MA,2107357,NOVA OLINDA DO MARANHÃO,2453
MA,2107407,OLHO D'ÁGUA DAS CUNHÃS,695
MA,2107456,OLINDA NOVA DO MARANHÃO,200
MA,2107506,PAÇO DO LUMIAR,127
MA,2107605,PALMEIRÂNDIA,532
MA,2107704,PARAIBANO,531
MA,2107803,PARNARAMA,3240
MA,2107902,PASSAGEM FRANCA,1358
MA,2108009,PASTOS BONS,1635
MA,2108058,PAULINO NEVES,980
MA,2108108,PAULO RAMOS,1169
MA,2108207,PEDREIRAS,262
MA,2108256,PEDRO DO ROSÁRIO,1754
MA,2108306,PENALVA,801
MA,2108405,PERI MIRIM,399
MA,2108454,PERITORÓ,825
MA,2108504,PINDARÉ-MIRIM,274
MA,2108603,PINHEIRO,1513
MA,2108702,PIO XII,545
MA,2108801,PIRAPEMAS,689
MA,2108900,POÇÃO DE PEDRAS,990
MA,2109007,PORTO FRANCO,1417
MA,2109056,PORTO RICO DO MARANHÃO,249
MA,2109106,PRESIDENTE DUTRA,772
MA,2109205,PRESIDENTE JUSCELINO,356
MA,2109239,PRESIDENTE MÉDICI,438
MA,2109270,PRESIDENTE SARNEY,724
MA,2109304,PRESIDENTE VARGAS,331
MA,2109403,PRIMEIRA CRUZ,1335
MA,2109452,RAPOSA,80
MA,2109502,RIACHÃO,6373
MA,2109551,RIBAMAR FIQUENE,734
MA,2109601,ROSÁRIO,648
MA,2109700,SAMBAÍBA,2479
MA,2109759,SANTA FILOMENA DO MARANHÃO,623
MA,2109809,SANTA HELENA,2189
MA,2109908,SANTA INÊS,787
MA,2110005,SANTA LUZIA,4837
MA,2110039,SANTA LUZIA DO PARUÁ,1010
MA,2110104,SANTA QUITÉRIA DO MARANHÃO,1435
MA,2110203,SANTA RITA,757
MA,2110237,SANTANA DO MARANHÃO,932
MA,2110278,SANTO AMARO DO MARANHÃO,1585
MA,2110302,SANTO ANTÔNIO DOS LOPES,771
MA,2110401,SÃO BENEDITO DO RIO PRETO,931
MA,2110500,SÃO BENTO,458
MA,2110609,SÃO BERNARDO,1007
MA,2110658,SÃO DOMINGOS DO AZEITÃO,961
MA,2110708,SÃO DOMINGOS DO MARANHÃO,1152
MA,2110807,SÃO FÉLIX DE BALSAS,2032
MA,2110856,SÃO FRANCISCO DO BREJÃO,746
MA,2110906,SÃO FRANCISCO DO MARANHÃO,2280
MA,2111003,SÃO JOÃO BATISTA,650
MA,2111029,SÃO JOÃO DO CARÚ,908
MA,2111052,SÃO JOÃO DO PARAÍSO,2054
MA,2111078,SÃO JOÃO DO SOTER,1438
MA,2111102,SÃO JOÃO DOS PATOS,1483
MA,2111201,SÃO JOSÉ DE RIBAMAR,180
MA,2111250,SÃO JOSÉ DOS BASÍLIOS,353
MA,2111300,SÃO LUÍS,583
MA,2111409,SÃO LUÍS GONZAGA DO MARANHÃO,909
MA,2111508,SÃO MATEUS DO MARANHÃO,783
MA,2111532,SÃO PEDRO DA ÁGUA BRANCA,720
MA,2111573,SÃO PEDRO DOS CRENTES,980
MA,2111607,SÃO RAIMUNDO DAS MANGABEIRAS,3522
MA,2111631,SÃO RAIMUNDO DO DOCA BEZERRA,419
MA,2111672,SÃO ROBERTO,227
MA,2111706,SÃO VICENTE FERRER,393
MA,2111722,SATUBINHA,442
